Country,Province,County,Continent,Population,StatsName
Ukraine,,,Europe,43733759,Ukraine
Ukraine,Kirovohrad Oblast,,Europe,945549,"Kirovohrad Oblast, Ukraine"
Ukraine,Kiev,,Europe,2950800,"Kiev, Ukraine"
Canada,New Brunswick,,North America,779993,"New Brunswick, Canada"
Australia,Jervis Bay Territory,,Oceania,8118000,"New South Wales, Australia"
Ukraine,Khmelnytskyi Oblast,,Europe,1264705,"Khmelnytskyi Oblast, Ukraine"
Brazil,,,South America,212559409,Brazil
Japan,Fukui,,Asia,767937,"Fukui, Japan"
Brazil,Santa Catarina,,South America,7164788,"Santa Catarina, Brazil"
Japan,Yamagata,,Asia,1077666,"Yamagata, Japan"
Gabon,,,Africa,2225728,Gabon
Japan,Other,,Asia,0,"Unknown, Japan"
Croatia,,,Europe,4105268,Croatia
Japan,Yamanashi,,Asia,810956,"Yamanashi, Japan"
Gabon,Main territory,,Africa,2225728,Gabon
Ghana,,,Africa,31072945,Ghana
Japan,Tokyo,,Asia,13920663,"Tokyo, Japan"
Japan,Yamaguchi,,Asia,1358336,"Yamaguchi, Japan"
Colombia,Valle del Cauca,,South America,4475886,"Valle del Cauca, Colombia"
Japan,Shizuoka,,Asia,3643528,"Shizuoka, Japan"
Colombia,Tolima,,South America,1330187,"Tolima, Colombia"
Brazil,Maranhao,,South America,7075181,"Maranhao, Brazil"
Kazakhstan,Main territory,,Europe,18776707,Kazakhstan
Brazil,Pernambuco,,South America,9557071,"Pernambuco, Brazil"
Brazil,Goias,,South America,7018354,"Goias, Brazil"
Algeria,,,Africa,43851043,Algeria
Slovenia,,,Europe,2078932,Slovenia
Brazil,Alagoas,,South America,3337357,"Alagoas, Brazil"
Zambia,Main territory,,Africa,18383956,Zambia
Chile,Los Rios,,South America,384837,"Los Rios, Chile"
Brazil,Main territory,,South America,212559409,Brazil
Canada,Saskatchewan,,North America,1181666,"Saskatchewan, Canada"
Japan,Niigata,,Asia,2223106,"Niigata, Japan"
Ukraine,Zaporizhia Oblast,,Europe,1705836,"Zaporizhia Oblast, Ukraine"
Pakistan,Khyber Pakhtunkhwa,,Asia,30523371,"Khyber Pakhtunkhwa, Pakistan"
Tanzania,,,Africa,59734213,Tanzania
Russia,Магаданская обл.,,Europe,144091,"Magadan Oblast, Russia"
Japan,Miyagi,,Asia,2306365,"Miyagi, Japan"
Japan,Ibaraki,,Asia,2860307,"Ibaraki, Japan"
Japan,Gunma,,Asia,1942456,"Gunma, Japan"
Ukraine,Ternopil Oblast,,Europe,1045879,"Ternopil Oblast, Ukraine"
Australia,Tasmania,,Oceania,535500,"Tasmania, Australia"
Japan,Kagawa,,Asia,956347,"Kagawa, Japan"
Australia,Northern Territory,,Oceania,245600,"Northern Territory, Australia"
Ukraine,Kharkiv Oblast,,Europe,2675598,"Kharkiv Oblast, Ukraine"
Canada,Manitoba,,North America,1377517,"Manitoba, Canada"
Kyrgyzstan,,,Asia,6524191,Kyrgyzstan
Ukraine,Kherson Oblast,,Europe,1037640,"Kherson Oblast, Ukraine"
Brazil,Tocantins,,South America,1572866,"Tocantins, Brazil"
Equatorial Guinea,Main territory,,Africa,1402985,Equatorial Guinea
Brazil,Roraima,,South America,605761,"Roraima, Brazil"
Japan,Wakayama,,Asia,924933,"Wakayama, Japan"
Brazil,Rio Grande do Norte,,South America,3506853,"Rio Grande do Norte, Brazil"
Japan,Toyama,,Asia,1043502,"Toyama, Japan"
Brazil,Rondonia,,South America,1777225,"Rondonia, Brazil"
Bahrain,Main territory,,Asia,1701583,Bahrain
Burundi,Main territory,,Africa,11890781,Burundi
United Arab Emirates,Main territory,,Asia,9890400,United Arab Emirates
Brazil,Para,,South America,8602865,"Para, Brazil"
Comoros,,,Africa,869595,Comoros
Colombia,Other,,South America,0,"Unknown, Colombia"
Gambia,,,Africa,2416664,Gambia
Colombia,Sucre,,South America,904863,"Sucre, Colombia"
Russia,Ненецкий АО,,Europe,43997,"Nenets Autonomous Okrug, Russia"
Brazil,Ceara,,South America,9132078,"Ceara, Brazil"
Brazil,Parana,,South America,11433957,"Parana, Brazil"
Brazil,Espirito Santo,,South America,4018650,"Espirito Santo, Brazil"
Algeria,Main territory,,Africa,43851043,Algeria
Colombia,Putumayo,,South America,348182,"Putumayo, Colombia"
Brazil,Acre,,South America,881935,"Acre, Brazil"
Cabo Verde,,,Africa,555988,Cabo Verde
Colombia,Magdalena,,South America,1341746,"Magdalena, Colombia"
Brazil,Other,,South America,0,"Unknown, Brazil"
Canada,Repatriated Travellers,,North America,37855702,Canada
Japan,Nara,,Asia,1330123,"Nara, Japan"
Colombia,Guainia,,South America,48114,"Guainia, Colombia"
Pakistan,Islamabad,,Asia,2006572,"Islamabad, Pakistan"
Tanzania,Main territory,,Africa,59734213,Tanzania
Colombia,Cesar,,South America,1200574,"Cesar, Colombia"
Colombia,Capital District,,South America,7412566,"Capital District, Colombia"
Japan,Hyogo,,Asia,5466190,"Hyogo, Japan"
Japan,Gifu,,Asia,1986587,"Gifu, Japan"
Ukraine,Sumy Oblast,,Europe,1081418,"Sumy Oblast, Ukraine"
Australia,South Australia,,Oceania,1756500,"South Australia, Australia"
Japan,Iwate,,Asia,1226816,"Iwate, Japan"
Australia,New South Wales,,Oceania,8118000,"New South Wales, Australia"
Ukraine,Ivano-Frankivsk Oblast,,Europe,1373252,"Ivano-Frankivsk Oblast, Ukraine"
Canada,British Columbia,,North America,5110917,"British Columbia, Canada"
Kyrgyzstan,Main territory,,Asia,6524191,Kyrgyzstan
Colombia,Atlantico,,South America,2535517,"Atlantico, Colombia"
Brazil,Sergipe,,South America,2298696,"Sergipe, Brazil"
Saint Lucia,,,North America,183629,Saint Lucia
Croatia,Main territory,,Europe,4105268,Croatia
Colombia,Main territory,,South America,50882884,Colombia
Albania,Main territory,,Europe,2877800,Albania
Saint Lucia,Main territory,,North America,183629,Saint Lucia
Brazil,Rio de Janeiro,,South America,17264943,"Rio de Janeiro, Brazil"
Albania,,,Europe,2877800,Albania
Colombia,,,South America,50882884,Colombia
Burundi,,,Africa,11890781,Burundi
Brazil,Minas Gerais,,South America,21168791,"Minas Gerais, Brazil"
Venezuela,Main territory,,South America,28435943,Venezuela
Serbia,Main territory,,Europe,8737370,Serbia
Vietnam,Main territory,,Asia,97338583,Vietnam
India,Uttar Pradesh,,Asia,237882725,"Uttar Pradesh, India"
India,Tamil Nadu,,Asia,77841267,"Tamil Nadu, India"
India,,,Asia,1380004385,India
India,Other,,Asia,0,"Unknown, India"
India,Sikkim,,Asia,690251,"Sikkim, India"
Brazil,Distrito Federal,,South America,3015268,"Distrito Federal, Brazil"
Dominica,,,North America,71991,Dominica
India,Tripura,,Asia,4169794,"Tripura, India"
France,Reunion,,Africa,895308,"Reunion, France"
India,Meghalaya,,Asia,3366710,"Meghalaya, India"
France,Guadeloupe,,North America,400127,"Guadeloupe, France"
France,New Caledonia,,Oceania,285491,"New Caledonia, France"
India,Manipur,,Asia,3091545,"Manipur, India"
India,Gujarat,,Asia,63872399,"Gujarat, India"
France,French Polynesia,,Oceania,280904,"French Polynesia, France"
India,Maharashtra,,Asia,123144223,"Maharashtra, India"
India,Goa,,Asia,1586250,"Goa, India"
France,French Guiana,,South America,298682,"French Guiana, France"
India,Madhya Pradesh,,Asia,85358965,"Madhya Pradesh, India"
India,Delhi,,Asia,18710922,"Delhi, India"
Japan,Fukushima,,Asia,1845519,"Fukushima, Japan"
Japan,Hokkaido,,Asia,5250049,"Hokkaido, Japan"
Ukraine,Rivne Oblast,,Europe,1157301,"Rivne Oblast, Ukraine"
Australia,Queensland,,Oceania,5115500,"Queensland, Australia"
China,,,Asia,1404676330,China
Australia,Australian Capital Territory,,Oceania,428100,"Australian Capital Territory, Australia"
Ukraine,Poltava Oblast,,Europe,1400439,"Poltava Oblast, Ukraine"
China,Other,,Asia,0,"Unknown, China"
Sierra Leone,,,Africa,7976985,Sierra Leone
Equatorial Guinea,,,Africa,1402985,Equatorial Guinea
Ukraine,Odessa Oblast,,Europe,2380308,"Odessa Oblast, Ukraine"
Brazil,Sao Paulo,,South America,45919049,"Sao Paulo, Brazil"
Guinea,Main territory,,Africa,13132792,Guinea
Holy See,,,Europe,809,Holy See
China,Jilin,,Asia,27040000,"Jilin, China"
El Salvador,,,North America,6486201,El Salvador
Holy See,Main territory,,Europe,809,Holy See
Czechia,,,Europe,10708982,Czechia
El Salvador,Main territory,,North America,6486201,El Salvador
Colombia,Vichada,,South America,107808,"Vichada, Colombia"
Brazil,Mato Grosso do Sul,,South America,2778986,"Mato Grosso do Sul, Brazil"
France,Wallis and Futuna,,Oceania,15289,"Wallis and Futuna, France"
Colombia,Vaupes,,South America,40797,"Vaupes, Colombia"
Montenegro,,,Europe,628062,Montenegro
Brazil,Mato Grosso,,South America,3484466,"Mato Grosso, Brazil"
Brazil,Paraiba,,South America,4018127,"Paraiba, Brazil"
India,West Bengal,,Asia,99609303,"West Bengal, India"
Colombia,Norte de Santander,,South America,1491689,"Norte de Santander, Colombia"
India,Rajasthan,,Asia,81032689,"Rajasthan, India"
China,Guangxi,,Asia,49260000,"Guangxi, China"
Colombia,La Guajira,,South America,880560,"La Guajira, Colombia"
Colombia,Narino,,South America,1630592,"Narino, Colombia"
Guinea-Bissau,,,Africa,1967998,Guinea-Bissau
China,Guangdong,,Asia,113460000,"Guangdong, China"
Colombia,Meta,,South America,1039722,"Meta, Colombia"
Colombia,Cundinamarca,,South America,2919060,"Cundinamarca, Colombia"
China,Gansu,,Asia,26370000,"Gansu, China"
China,Chongqing,,Asia,31020000,"Chongqing, China"
Australia,,,Oceania,25459700,Australia
Colombia,Cordoba,,South America,1784783,"Cordoba, Colombia"
Colombia,Caldas,,South America,998255,"Caldas, Colombia"
France,Saint Martin,,North America,38659,"St Martin, France"
Colombia,Choco,,South America,534826,"Choco, Colombia"
Colombia,Boyaca,,South America,1217376,"Boyaca, Colombia"
Philippines,Main territory,,Asia,109581085,Philippines
Suriname,Main territory,,South America,586634,Suriname
Ukraine,Donetsk Oblast,,Europe,4165901,"Donetsk Oblast, Ukraine"
China,Shanxi,,Asia,37180000,"Shanxi, China"
Australia,Main territory,,Oceania,25459700,Australia
Colombia,Arauca,,South America,262174,"Arauca, Colombia"
China,Shanghai,,Asia,24240000,"Shanghai, China"
Sierra Leone,Main territory,,Africa,7976985,Sierra Leone
Portugal,Main territory,,Europe,10196707,Portugal
Ukraine,Mykolaiv Oblast,,Europe,2522021,"Mykolaiv Oblast, Ukraine"
Colombia,Santander,,South America,2184837,"Santander, Colombia"
Venezuela,,,South America,28435943,Venezuela
Japan,Shimane,,Asia,674346,"Shimane, Japan"
China,Jiangxi,,Asia,46480000,"Jiangxi, China"
Eswatini,,,Africa,1160164,Eswatini
Japan,Shiga,,Asia,1413943,"Shiga, Japan"
Czechia,Main territory,,Europe,10708982,Czechia
China,Jiangsu,,Asia,80510000,"Jiangsu, China"
Guatemala,,,North America,17915567,Guatemala
Brazil,Bahia,,South America,14873064,"Bahia, Brazil"
France,St Martin,,North America,38659,"St Martin, France"
China,Hunan,,Asia,68990000,"Hunan, China"
Montenegro,Main territory,,Europe,628062,Montenegro
China,Heilongjiang,,Asia,37730000,"Heilongjiang, China"
India,Puducherry,,Asia,1413542,"Puducherry, India"
Vietnam,,,Asia,97338583,Vietnam
India,Uttarakhand,,Asia,11250858,"Uttarakhand, India"
India,Odisha,,Asia,46356334,"Odisha, India"
US,Alaska,Chugach,North America,6751,"Chugach, Alaska, US"
India,Jharkhand,,Asia,38593948,"Jharkhand, India"
US,Wyoming,Washakie,North America,7805,"Washakie, Wyoming, US"
US,Alaska,Copper River,North America,2699,"Copper River, Alaska, US"
Guinea-Bissau,Main territory,,Africa,1967998,Guinea-Bissau
France,Mayotte,,Africa,272813,"Mayotte, France"
US,Wyoming,,North America,578759,"Wyoming, US"
US,Wyoming,Sweetwater,North America,42343,"Sweetwater, Wyoming, US"
France,Martinique,,North America,375265,"Martinique, France"
US,Wyoming,Weston,North America,6927,"Weston, Wyoming, US"
US,Wyoming,Sublette,North America,9831,"Sublette, Wyoming, US"
US,Wyoming,Park,North America,29194,"Park, Wyoming, US"
India,Dadra and Nagar Haveli and Daman and Diu,,Asia,615724,"Dadra and Nagar Haveli and Daman and Diu, India"
US,Wyoming,Sheridan,North America,30485,"Sheridan, Wyoming, US"
US,Wyoming,Niobrara,North America,2356,"Niobrara, Wyoming, US"
US,Wyoming,Fremont,North America,39261,"Fremont, Wyoming, US"
US,Wyoming,Platte,North America,8393,"Platte, Wyoming, US"
US,Wyoming,Natrona,North America,79858,"Natrona, Wyoming, US"
Ukraine,Dnipropetrovsk Oblast,,Europe,3206477,"Dnipropetrovsk Oblast, Ukraine"
US,Wyoming,Campbell,North America,46341,"Campbell, Wyoming, US"
China,Qinghai,,Asia,6030000,"Qinghai, China"
Colombia,Antioquia,,South America,6407102,"Antioquia, Colombia"
China,Shandong,,Asia,100470000,"Shandong, China"
Bangladesh,,,Asia,164689383,Bangladesh
Guyana,,,South America,786559,Guyana
Ukraine,Lviv Oblast,,Europe,2522021,"Lviv Oblast, Ukraine"
Bangladesh,Main territory,,Asia,164689383,Bangladesh
Congo (Kinshasa),Main territory,,Africa,89561404,Congo (Kinshasa)
Iran,,,Asia,83992953,Iran
Guinea,,,Africa,13132792,Guinea
Eswatini,Main territory,,Africa,1160164,Eswatini
US,,,North America,329466283,US
US,Wisconsin,Sawyer,North America,16558,"Sawyer, Wisconsin, US"
China,Inner Mongolia,,Asia,25340000,"Inner Mongolia, China"
Guatemala,Main territory,,North America,17915567,Guatemala
Brazil,Amazonas,,South America,4144597,"Amazonas, Brazil"
France,Saint Pierre and Miquelon,,North America,5795,"Saint Pierre and Miquelon, France"
China,Hubei,,Asia,59170000,"Hubei, China"
China,Hebei,,Asia,75560000,"Hebei, China"
India,Telangana,,Asia,39362732,"Telangana, India"
India,Punjab,,Asia,30141373,"Punjab, India"
Colombia,Huila,,South America,1100386,"Huila, Colombia"
US,Wisconsin,Outagamie,North America,187885,"Outagamie, Wisconsin, US"
India,Nagaland,,Asia,2249695,"Nagaland, India"
Colombia,Guaviare,,South America,82767,"Guaviare, Colombia"
US,Wyoming,Unassigned,North America,0,"Unassigned, Wyoming, US"
India,Chhattisgarh,,Asia,29436231,"Chhattisgarh, India"
Colombia,Cauca,,South America,1464488,"Cauca, Colombia"
China,Fujian,,Asia,39410000,"Fujian, China"
China,Beijing,,Asia,21540000,"Beijing, China"
Australia,Western Australia,,Oceania,2630600,"Western Australia, Australia"
US,Wisconsin,Juneau,North America,26687,"Juneau, Wisconsin, US"
China,Anhui,,Asia,63240000,"Anhui, China"
US,Wyoming,Laramie,North America,99500,"Laramie, Wyoming, US"
US,Wisconsin,Jefferson,North America,84769,"Jefferson, Wisconsin, US"
India,Arunachal Pradesh,,Asia,1570458,"Arunachal Pradesh, India"
China,Xinjiang,,Asia,24870000,"Xinjiang, China"
US,Wyoming,Johnson,North America,8445,"Johnson, Wyoming, US"
India,Andhra Pradesh,,Asia,53903393,"Andhra Pradesh, India"
China,Tibet,,Asia,3440000,"Tibet, China"
US,Wyoming,Hot Springs,North America,4413,"Hot Springs, Wyoming, US"
India,Andaman and Nicobar Islands,,Asia,417036,"Andaman and Nicobar Islands, India"
China,Tianjin,,Asia,15600000,"Tianjin, China"
US,Wyoming,Goshen,North America,13211,"Goshen, Wyoming, US"
US,Wyoming,Big Horn,North America,11790,"Big Horn, Wyoming, US"
China,Ningxia,,Asia,6880000,"Ningxia, China"
Colombia,Amazonas,,South America,76589,"Amazonas, Colombia"
US,Wyoming,Albany,North America,38880,"Albany, Wyoming, US"
China,Macau,,Asia,649342,"Macau, China"
US,Wisconsin,Chippewa,North America,64658,"Chippewa, Wisconsin, US"
US,Wisconsin,Waukesha,North America,404198,"Waukesha, Wisconsin, US"
China,Liaoning,,Asia,43590000,"Liaoning, China"
US,Wisconsin,Calumet,North America,50089,"Calumet, Wisconsin, US"
US,Wisconsin,Washington,North America,136034,"Washington, Wisconsin, US"
US,Wisconsin,Brown,North America,264542,"Brown, Wisconsin, US"
US,Wisconsin,Burnett,North America,15414,"Burnett, Wisconsin, US"
US,Wisconsin,Washburn,North America,15720,"Washburn, Wisconsin, US"
US,Wisconsin,Sauk,North America,64442,"Sauk, Wisconsin, US"
US,Wisconsin,Buffalo,North America,13031,"Buffalo, Wisconsin, US"
Serbia,,,Europe,8737370,Serbia
US,Wisconsin,Rusk,North America,14178,"Rusk, Wisconsin, US"
France,Saint Barthelemy,,North America,9885,"Saint Barthelemy, France"
US,West Virginia,Upshur,North America,24176,"Upshur, West Virginia, US"
US,Wisconsin,Rock,North America,163354,"Rock, Wisconsin, US"
US,West Virginia,Taylor,North America,16695,"Taylor, West Virginia, US"
US,West Virginia,Unassigned,North America,0,"Unassigned, West Virginia, US"
US,West Virginia,Randolph,North America,28695,"Randolph, West Virginia, US"
US,West Virginia,Summers,North America,12573,"Summers, West Virginia, US"
US,West Virginia,Tyler,North America,8591,"Tyler, West Virginia, US"
US,West Virginia,Raleigh,North America,73361,"Raleigh, West Virginia, US"
India,Chandigarh,,Asia,1158473,"Chandigarh, India"
US,West Virginia,Roane,North America,13688,"Roane, West Virginia, US"
US,West Virginia,Putnam,North America,56450,"Putnam, West Virginia, US"
India,Bihar,,Asia,124799926,"Bihar, India"
US,Wisconsin,Forest,North America,9004,"Forest, Wisconsin, US"
Philippines,,,Asia,109581085,Philippines
US,West Virginia,Preston,North America,33432,"Preston, West Virginia, US"
US,Wisconsin,Fond du Lac,North America,103403,"Fond du Lac, Wisconsin, US"
US,West Virginia,Pocahontas,North America,8247,"Pocahontas, West Virginia, US"
US,West Virginia,Mingo,North America,23424,"Mingo, West Virginia, US"
US,Wisconsin,Florence,North America,4295,"Florence, Wisconsin, US"
US,West Virginia,Pleasants,North America,7460,"Pleasants, West Virginia, US"
US,West Virginia,Mineral,North America,26868,"Mineral, West Virginia, US"
US,Wisconsin,Eau Claire,North America,104646,"Eau Claire, Wisconsin, US"
US,West Virginia,Pendleton,North America,6969,"Pendleton, West Virginia, US"
US,West Virginia,Mercer,North America,58758,"Mercer, West Virginia, US"
US,West Virginia,Lincoln,North America,20409,"Lincoln, West Virginia, US"
China,Shaanxi,,Asia,38640000,"Shaanxi, China"
US,West Virginia,McDowell,North America,17624,"McDowell, West Virginia, US"
US,West Virginia,Lewis,North America,15907,"Lewis, West Virginia, US"
US,West Virginia,Jackson,North America,28576,"Jackson, West Virginia, US"
US,West Virginia,Mason,North America,26516,"Mason, West Virginia, US"
Japan,Saitama,,Asia,7349693,"Saitama, Japan"
Iran,Main territory,,Asia,83992953,Iran
Oman,,,Asia,5106622,Oman
US,West Virginia,Hampshire,North America,23175,"Hampshire, West Virginia, US"
France,,,Europe,65273512,France
Oman,Main territory,,Asia,5106622,Oman
US,West Virginia,Greenbrier,North America,34662,"Greenbrier, West Virginia, US"
France,Main territory,,Europe,65273512,France
Israel,,,Asia,8655541,Israel
US,Wisconsin,Walworth,North America,103868,"Walworth, Wisconsin, US"
US,West Virginia,Cabell,North America,91945,"Cabell, West Virginia, US"
Israel,Main territory,,Asia,8655541,Israel
US,Wisconsin,Vilas,North America,22195,"Vilas, Wisconsin, US"
US,West Virginia,Brooke,North America,21939,"Brooke, West Virginia, US"
US,Wisconsin,Milwaukee,North America,945726,"Milwaukee, Wisconsin, US"
US,Wisconsin,Vernon,North America,30822,"Vernon, Wisconsin, US"
US,West Virginia,Braxton,North America,13957,"Braxton, West Virginia, US"
India,Mizoram,,Asia,1239244,"Mizoram, India"
US,Wisconsin,Menominee,North America,4556,"Menominee, Wisconsin, US"
US,West Virginia,Boone,North America,21457,"Boone, West Virginia, US"
US,West Virginia,Berkeley,North America,119171,"Berkeley, West Virginia, US"
US,Wisconsin,Marquette,North America,15574,"Marquette, Wisconsin, US"
US,Washington,Whatcom,North America,229247,"Whatcom, Washington, US"
US,West Virginia,Barbour,North America,16441,"Barbour, West Virginia, US"
US,Wisconsin,Marinette,North America,40350,"Marinette, Wisconsin, US"
US,Washington,Walla Walla,North America,60760,"Walla Walla, Washington, US"
US,Washington,Yakima,North America,250873,"Yakima, Washington, US"
US,Washington,Thurston,North America,290536,"Thurston, Washington, US"
US,Washington,Wahkiakum,North America,4488,"Wahkiakum, Washington, US"
US,Washington,Whitman,North America,50104,"Whitman, Washington, US"
US,Washington,Stevens,North America,45723,"Stevens, Washington, US"
US,Washington,Unassigned,North America,0,"Unassigned, Washington, US"
